6,80,content
12,80,content
24,80,content
25,80,content
32,80,content
34,80,content
35,80,content
36,80,content
37,80,content
38,80,content
39,80,content
40,80,content
41,80,content
42,80,content
44,80,content
45,80,content
46,80,content
47,80,content
48,80,content
49,80,content
50,80,content
51,80,content
53,80,content
58,80,optimal
59,80,optimal
60,80,optimal
60,80,content
61,80,optimal
61,80,content
62,80,optimal
62,80,content
63,80,optimal
64,80,optimal
64,80,content
65,80,optimal
65,80,content
66,80,optimal
66,80,content
67,80,optimal
67,80,content
68,80,optimal
68,80,content
69,80,optimal
69,80,content
70,80,optimal
70,80,content
71,80,optimal
72,80,optimal
73,80,optimal
73,80,content
74,80,optimal
74,80,content
75,80,optimal
75,80,content
76,80,optimal
76,80,content
77,80,optimal
77,80,content
78,80,optimal
78,80,content
79,80,optimal
79,80,content
80,80,optimal
80,80,content
81,80,optimal
81,80,content
82,80,optimal
82,80,content
83,80,optimal
83,80,content
84,80,optimal
84,80,content
85,80,optimal
85,80,content
86,80,optimal
86,80,content
87,80,optimal
87,80,content
88,80,optimal
88,80,content
89,80,optimal
89,80,content
90,80,optimal
90,80,content
91,80,optimal
91,80,content
92,80,optimal
92,80,content
93,80,optimal
93,80,content
94,80,optimal
94,80,content
95,80,optimal
95,80,content
96,80,optimal
96,80,content
97,80,optimal
97,80,content
98,80,optimal
98,80,content
99,80,optimal
99,80,content
